TITLE,AUTHOR,FILEPATHS,GENRE
The Professional Approach,['Charles Leonard Harness'],['./CORPUS/ScienceFiction/23872.txt'],{'Science Fiction'}
Helpfully Yours,['Evelyn E. Smith'],['./CORPUS/ScienceFiction/31644.txt'],{'Science Fiction'}
Day of the Moron,['Henry Beam Piper'],['./CORPUS/ScienceFiction/18949.txt'],{'Science Fiction'}
Life Sentence,['James McConnell'],['./CORPUS/ScienceFiction/29889.txt'],{'Science Fiction'}
John Thorndyke's Cases,['R. Austin Freeman'],['./CORPUS/CrimeMystery/13882.txt'],{'Crime and Mystery'}
Satellite System,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/29990.txt'],{'Science Fiction'}
The Heritage of the Sioux,['B.M. Bower'],['./CORPUS/Western/1299.txt'],{'Western'}
Guns of the Gods,['Talbot Mundy'],['./CORPUS/Adventure/5606.txt'],{'Adventure'}
Grove of the Unborn,['Lyn Venable'],['./CORPUS/ScienceFiction/29205.txt'],{'Science Fiction'}
The Revolutions of Time,['Jonathan Dunn'],['./CORPUS/ScienceFiction/8735.txt'],{'Science Fiction'}
Atom Drive,['Charles Louis Fontenay'],['./CORPUS/ScienceFiction/32067.txt'],{'Science Fiction'}
Attrition,['Jim Wannamaker'],['./CORPUS/ScienceFiction/24282.txt'],{'Science Fiction'}
White Fang,['Jack London'],['./CORPUS/Adventure/910.txt'],{'Adventure'}
A World is Born,['Leigh Douglass Brackett'],['./CORPUS/ScienceFiction/22544.txt'],{'Science Fiction'}
"Mary, Mary",['James Stephens'],['./CORPUS/CrimeMystery/24742.txt'],{'Crime and Mystery'}
The Nostalgia Gene,['Roy Hutchins'],['./CORPUS/ScienceFiction/50989.txt'],{'Science Fiction'}
It's a Small Solar System,['Allan Howard'],['./CORPUS/ScienceFiction/28437.txt'],{'Science Fiction'}
The Lost World,['Arthur Conan Doyle'],"['./CORPUS/Adventure/139.txt', './CORPUS/ScienceFiction/139.txt']","{'Adventure', 'Science Fiction'}"
There is a Reaper ...,['Charles V. De Vet'],['./CORPUS/ScienceFiction/29954.txt'],{'Science Fiction'}
Scarhaven Keep,['J.S. Fletcher'],['./CORPUS/CrimeMystery/9807.txt'],{'Crime and Mystery'}
The Hohokam Dig,['Theodore Pratt'],['./CORPUS/ScienceFiction/29793.txt'],{'Science Fiction'}
From the Earth to the Moon,['Jules Verne'],"['./CORPUS/Adventure/83.txt', './CORPUS/ScienceFiction/83.txt']","{'Adventure', 'Science Fiction'}"
Captains Courageous,['Rudyard Kipling'],['./CORPUS/Adventure/2225.txt'],{'Adventure'}
Delay in Transit,['F.L. Wallace'],['./CORPUS/ScienceFiction/50998.txt'],{'Science Fiction'}
Victory,['Joseph Conrad'],['./CORPUS/Adventure/6378.txt'],{'Adventure'}
Off Course,['Mack Reynolds'],['./CORPUS/ScienceFiction/30035.txt'],{'Science Fiction'}
The God Next Door,['Bill Doede'],['./CORPUS/ScienceFiction/51699.txt'],{'Science Fiction'}
The Test Colony,['Winston Marks'],['./CORPUS/ScienceFiction/32676.txt'],{'Science Fiction'}
Betty Zane,['Zane Grey'],['./CORPUS/Western/1261.txt'],{'Western'}
A Princess of Mars,['Edgar Rice Burroughs'],"['./CORPUS/ScienceFiction/62.txt', './CORPUS/Fantasy/62.txt']","{'Science Fiction', 'Fantasy'}"
The Emerald City of Oz,['L. Frank Baum'],['./CORPUS/Fantasy/517.txt'],{'Fantasy'}
Time Crime,['H. Beam Piper'],['./CORPUS/ScienceFiction/18151.txt'],{'Science Fiction'}
The Einstein See-Saw,['Miles John Breuer'],['./CORPUS/ScienceFiction/29060.txt'],{'Science Fiction'}
Tales of War,['Lord Dunsany'],['./CORPUS/Fantasy/5713.txt'],{'Fantasy'}
The Imitation of Earth,['James Stamers'],['./CORPUS/ScienceFiction/51682.txt'],{'Science Fiction'}
Solander's Radio Tomb,['Ellis Parker Butler'],['./CORPUS/ScienceFiction/26856.txt'],{'Science Fiction'}
Masters of Space,['Edward Elmer Smith'],['./CORPUS/ScienceFiction/22754.txt'],{'Science Fiction'}
Out of Time's Abyss,['Edgar Rice Burroughs'],['./CORPUS/ScienceFiction/553.txt'],{'Science Fiction'}
One Way,['Miriam Allen deFord'],['./CORPUS/ScienceFiction/32541.txt'],{'Science Fiction'}
The Circular Staircase,['Mary Roberts Rinehart'],['./CORPUS/CrimeMystery/434.txt'],{'Crime and Mystery'}
The Sorcery Club,"[""Elliott O'Donnell""]",['./CORPUS/Horror/14317.txt'],{'Horror'}
The Time Machine,['H.G.  Wells'],['./CORPUS/ScienceFiction/35.txt'],{'Science Fiction'}
"But, I Don't Think",['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/24005.txt'],{'Science Fiction'}
"Someone Comes to Town, Someone Leaves Town",['Cory Doctorow'],"['./CORPUS/ScienceFiction/18224.txt', './CORPUS/Fantasy/18224.txt']","{'Science Fiction', 'Fantasy'}"
There Will Be School Tomorrow,['V.E. Thiessen'],['./CORPUS/ScienceFiction/29317.txt'],{'Science Fiction'}
The Book of Nature Myths,['Florence Holbrook'],['./CORPUS/FairyTale/22420.txt'],{'Fairy Tale'}
The Champdoce Mystery,['Emile Gaboriau'],['./CORPUS/CrimeMystery/2736.txt'],{'Crime and Mystery'}
Suite Mentale,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/22763.txt'],{'Science Fiction'}
The Phantom of the Opera,['Gaston Leroux'],"['./CORPUS/Romance/175.txt', './CORPUS/Fantasy/175.txt']","{'Romance', 'Fantasy'}"
Equality,['Edward Bellamy'],['./CORPUS/ScienceFiction/7303.txt'],{'Science Fiction'}
Reel Life Films,['Samuel Kimball Merwin'],['./CORPUS/ScienceFiction/29209.txt'],{'Science Fiction'}
The Pathfinder,['James Fenimore Cooper'],['./CORPUS/Adventure/1880.txt'],{'Adventure'}
Arsene Lupin,['Edgar Jepson'],['./CORPUS/CrimeMystery/4014.txt'],{'Crime and Mystery'}
The Phoenix and the Carpet,['E. Nesbit'],['./CORPUS/Fantasy/836.txt'],{'Fantasy'}
It Could Be Anything,['John Keith Laumer'],['./CORPUS/ScienceFiction/26782.txt'],{'Science Fiction'}
My Lady's Money,['Wilkie Collins'],['./CORPUS/CrimeMystery/1628.txt'],{'Crime and Mystery'}
The Man the Martians Made,['Frank Belknap Long'],['./CORPUS/ScienceFiction/29432.txt'],{'Science Fiction'}
A City Near Centaurus,['Bill Doede'],['./CORPUS/ScienceFiction/50802.txt'],{'Science Fiction'}
"And That's How It Was, Officer",['Ralph Sholto'],['./CORPUS/ScienceFiction/32562.txt'],{'Science Fiction'}
Spacehounds of IPC,['Edward Elmer Smith'],['./CORPUS/ScienceFiction/20857.txt'],{'Science Fiction'}
The Turn of the Screw,['Henry James'],['./CORPUS/Horror/209.txt'],{'Horror'}
The Circuit Riders,['R.C. FitzPatrick'],['./CORPUS/ScienceFiction/24543.txt'],{'Science Fiction'}
Police Your Planet,['Lester del Rey'],"['./CORPUS/Adventure/20212.txt', './CORPUS/ScienceFiction/20212.txt']","{'Adventure', 'Science Fiction'}"
Wheels Within,['Charles V. De Vet'],['./CORPUS/ScienceFiction/32127.txt'],{'Science Fiction'}
Compatible,['Richard R. Smith'],['./CORPUS/ScienceFiction/28922.txt'],{'Science Fiction'}
The Dark Door,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/22869.txt'],{'Science Fiction'}
The Story of Doctor Dolittle,['Hugh Lofting'],['./CORPUS/Fantasy/501.txt'],{'Fantasy'}
Seed of the Arctic Ice,['H.G. Winter'],['./CORPUS/ScienceFiction/32029.txt'],{'Science Fiction'}
Valley of the Croen,['Lee Tarbell'],['./CORPUS/ScienceFiction/26010.txt'],{'Science Fiction'}
Shatter the Wall,['Sydney Van Scyoc'],['./CORPUS/ScienceFiction/51576.txt'],{'Science Fiction'}
Metamorphosis,['Charles V. de Vet'],['./CORPUS/ScienceFiction/51713.txt'],{'Science Fiction'}
Legends That Every Child Should Know,['Hamilton Wright Mabie'],['./CORPUS/FairyTale/6622.txt'],{'Fairy Tale'}
A Roving Commission,['G.A. Henty'],['./CORPUS/Adventure/38764.txt'],{'Adventure'}
The Clean and Wholesome Land,['Ralph Sholto'],['./CORPUS/ScienceFiction/30405.txt'],{'Science Fiction'}
The Birds of Lorrane,['Bill Doede'],['./CORPUS/ScienceFiction/50890.txt'],{'Science Fiction'}
The World Set Free,['Herbert George Wells'],['./CORPUS/ScienceFiction/1059.txt'],{'Science Fiction'}
Occasion for Disaster,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/30434.txt'],{'Science Fiction'}
The Weather on Mercury,['William Morrison'],['./CORPUS/ScienceFiction/50885.txt'],{'Science Fiction'}
The Beast of Space,['F.E. Hardart'],['./CORPUS/ScienceFiction/23509.txt'],{'Science Fiction'}
On the Trail of the Space Pirates,['Carey Rockwell'],['./CORPUS/ScienceFiction/21092.txt'],{'Science Fiction'}
The Sea-Wolf,['Jack London'],['./CORPUS/Adventure/1074.txt'],{'Adventure'}
G-r-r-r...!,['Roger Arcot'],['./CORPUS/ScienceFiction/29194.txt'],{'Science Fiction'}
The Big Fix,['George Oliver Smith'],['./CORPUS/ScienceFiction/23599.txt'],{'Science Fiction'}
Dracula,['Bram Stoker'],"['./CORPUS/CrimeMystery/345.txt', './CORPUS/Horror/345.txt']","{'Crime and Mystery', 'Horror'}"
Stories the Iroquois Tell Their Children,['Mabel Powers'],['./CORPUS/FairyTale/22096.txt'],{'Fairy Tale'}
Fairy Tales from Brazil,['Elsie Spicer Eells'],['./CORPUS/FairyTale/24714.txt'],{'Fairy Tale'}
The Drug,['C.C. MacApp'],['./CORPUS/ScienceFiction/51519.txt'],{'Science Fiction'}
Way of the Lawless,['Max Brand'],['./CORPUS/Western/9903.txt'],{'Western'}
Time and the Gods,['Lord Dunsany Edward J.M.D. Plunkett'],['./CORPUS/Fantasy/8183.txt'],{'Fantasy'}
The Story of Sigurd the Volsung,['William Morris'],['./CORPUS/Fantasy/13486.txt'],{'Fantasy'}
The Middle Temple Murder,['J.S. Fletcher'],['./CORPUS/CrimeMystery/10373.txt'],{'Crime and Mystery'}
Omnilingual,['H. Beam Piper'],['./CORPUS/ScienceFiction/19445.txt'],{'Science Fiction'}
Gunman's Reckoning,['Max Brand'],['./CORPUS/Western/10066.txt'],{'Western'}
The Mirror of Kong Ho,['Ernest Bramah'],['./CORPUS/Fantasy/1077.txt'],{'Fantasy'}
A Voyage to Arcturus,['David Lindsay'],['./CORPUS/ScienceFiction/1329.txt'],{'Science Fiction'}
Moment of Truth,['Basil Eugene Wells'],['./CORPUS/ScienceFiction/28111.txt'],{'Science Fiction'}
To Choke an Ocean,['Jesse F.  Bone'],['./CORPUS/ScienceFiction/32124.txt'],{'Science Fiction'}
I Am A Nucleus,['Stephen Barr'],['./CORPUS/ScienceFiction/51330.txt'],{'Science Fiction'}
Today is Forever,['Roger Dee'],['./CORPUS/ScienceFiction/50884.txt'],{'Science Fiction'}
Hellhounds of the Cosmos,['Clifford Donald Simak'],['./CORPUS/ScienceFiction/27013.txt'],{'Science Fiction'}
A Transmutation of Muddles,['Horace Brown Fyfe'],['./CORPUS/ScienceFiction/24187.txt'],{'Science Fiction'}
Wolfbane,['Frederik Pohl'],['./CORPUS/ScienceFiction/51845.txt'],{'Science Fiction'}
Return to Pleasure Island,['Cory Doctorow'],['./CORPUS/ScienceFiction/17027.txt'],{'Science Fiction'}
For Name and Fame,['G.A. Henty'],['./CORPUS/Adventure/21979.txt'],{'Adventure'}
The Master of the World,['Jules Verne'],['./CORPUS/Adventure/3809.txt'],{'Adventure'}
The Lani People,['J.F. Bone'],['./CORPUS/ScienceFiction/2509.txt'],{'Science Fiction'}
Spacemen Die at Home,['Edward W. Ludwig'],['./CORPUS/ScienceFiction/51249.txt'],{'Science Fiction'}
Sordman the Protector,['Tom Purdom'],['./CORPUS/ScienceFiction/51445.txt'],{'Science Fiction'}
Tales of Wonder,['Baron Edward John Moreton Drax Plunkett Dunsany'],['./CORPUS/Fantasy/13821.txt'],{'Fantasy'}
The Desert of Wheat,['Zane Grey'],['./CORPUS/Western/10201.txt'],{'Western'}
In the Heart of the Rockies,['G.A. Henty'],['./CORPUS/Adventure/8670.txt'],{'Adventure'}
The Planetoid of Peril,['Paul Ernst'],['./CORPUS/ScienceFiction/29771.txt'],{'Science Fiction'}
The Highest Mountain,['Bryce Walton'],['./CORPUS/ScienceFiction/50868.txt'],{'Science Fiction'}
The Trail of the Hawk,['Sinclair Lewis'],['./CORPUS/Adventure/26610.txt'],{'Adventure'}
The Back of Our Heads,['Stephen Barr'],['./CORPUS/ScienceFiction/51823.txt'],{'Science Fiction'}
Modus Vivendi,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/30311.txt'],{'Science Fiction'}
The Golden Judge,['Nathaniel Gordon'],['./CORPUS/ScienceFiction/24495.txt'],{'Science Fiction'}
Flatland,['Edwin A. Abbott'],['./CORPUS/ScienceFiction/97.txt'],{'Science Fiction'}
The Space Pioneers,['Carey Rockwell'],['./CORPUS/ScienceFiction/18753.txt'],{'Science Fiction'}
Founding Father,['J.F. Bone'],['./CORPUS/ScienceFiction/51852.txt'],{'Science Fiction'}
Shadows in Zamboula,['Robert E. Howard'],['./CORPUS/ScienceFiction/42196.txt'],{'Science Fiction'}
Tarrano the Conqueror,['Raymond King Cummings'],['./CORPUS/ScienceFiction/21638.txt'],{'Science Fiction'}
The Field of Ice,['Jules Verne'],['./CORPUS/Adventure/9618.txt'],{'Adventure'}
Hard Guy,['H.B. Carleton'],['./CORPUS/ScienceFiction/26855.txt'],{'Science Fiction'}
"Talents, Incorporated",['William Fitzgerald Jenkins'],['./CORPUS/ScienceFiction/23845.txt'],{'Science Fiction'}
"Astounding Stories of Super-Science, March 1930",['Various'],['./CORPUS/ScienceFiction/29607.txt'],{'Science Fiction'}
One Against the Moon,['Donald A. Wollheim'],['./CORPUS/ScienceFiction/50713.txt'],{'Science Fiction'}
Looking Backwards from 2000 to 1887,['Edward Bellamy'],['./CORPUS/ScienceFiction/624.txt'],{'Science Fiction'}
Tarzan the Untamed,['Edgar Rice Burroughs'],"['./CORPUS/Adventure/1401.txt', './CORPUS/Fantasy/1401.txt']","{'Adventure', 'Fantasy'}"
The Vortex Blaster,['Edward Elmer Smith'],"['./CORPUS/Adventure/22629.txt', './CORPUS/ScienceFiction/22629.txt']","{'Adventure', 'Science Fiction'}"
Benefactor,['George H. Smith'],['./CORPUS/ScienceFiction/28892.txt'],{'Science Fiction'}
Wind,['Charles Louis Fontenay'],['./CORPUS/ScienceFiction/22590.txt'],{'Science Fiction'}
The Secret of the Ninth Planet,['Donald Allen Wollheim'],['./CORPUS/ScienceFiction/33644.txt'],{'Science Fiction'}
A Matter of Proportion,['Anne Walker'],['./CORPUS/ScienceFiction/23920.txt'],{'Science Fiction'}
The Spirit of the Border,['Zane Grey'],['./CORPUS/Western/1239.txt'],{'Western'}
Five Children and It,['E. Nesbit'],['./CORPUS/Fantasy/17314.txt'],{'Fantasy'}
American Fairy Tales,['L. Frank Baum'],['./CORPUS/FairyTale/4357.txt'],{'Fairy Tale'}
The Metal Moon,['Everett C. Smith'],['./CORPUS/ScienceFiction/41084.txt'],{'Science Fiction'}
Dreamworld,['R.A. Lafferty'],['./CORPUS/ScienceFiction/51668.txt'],{'Science Fiction'}
Puck of Pook's Hill,['Rudyard Kipling'],['./CORPUS/Fantasy/15976.txt'],{'Fantasy'}
Carmilla,['J. Sheridan LeFanu'],['./CORPUS/Horror/10007.txt'],{'Horror'}
"A Connecticut Yankee in King Arthur's Court, Part 2.",['Mark Twain'],"['./CORPUS/ScienceFiction/7243.txt', './CORPUS/Fantasy/7243.txt']","{'Science Fiction', 'Fantasy'}"
The Short Life,['Francis Donovan'],['./CORPUS/ScienceFiction/23928.txt'],{'Science Fiction'}
With a Vengeance,['J.B. Woodley'],['./CORPUS/ScienceFiction/30475.txt'],{'Science Fiction'}
"We Didn't Do Anything Wrong, Hardly",['Roger Kuykendall'],['./CORPUS/ScienceFiction/24118.txt'],{'Science Fiction'}
Comet's Burial,['Raymond Zinke Gallun'],['./CORPUS/ScienceFiction/37448.txt'],{'Science Fiction'}
Orphans of the Void,['Michael Shaara'],['./CORPUS/ScienceFiction/50827.txt'],{'Science Fiction'}
"The Fantasy Fan, October 1933",['Various'],['./CORPUS/ScienceFiction/46339.txt'],{'Science Fiction'}
The Gift Bearer,['Charles Louis Fontenay'],['./CORPUS/ScienceFiction/24975.txt'],{'Science Fiction'}
The Radiant Shell,['Paul Ernst'],['./CORPUS/ScienceFiction/22171.txt'],{'Science Fiction'}
Beyond the Door,['Philip K. Dick'],['./CORPUS/ScienceFiction/28644.txt'],{'Science Fiction'}
The Hound of the Baskervilles,['A. Conan Doyle'],['./CORPUS/CrimeMystery/2852.txt'],{'Crime and Mystery'}
The Delegate from Venus,['Henry Slesar'],['./CORPUS/ScienceFiction/25086.txt'],{'Science Fiction'}
Operation Interstellar,['George O. Smith'],['./CORPUS/ScienceFiction/50406.txt'],{'Science Fiction'}
Facing Death,['G.A. Henty'],['./CORPUS/Adventure/31128.txt'],{'Adventure'}
Winds of the World,['Talbot Mundy'],['./CORPUS/Adventure/6751.txt'],{'Adventure'}
Shaman,['Robert Shea'],['./CORPUS/ScienceFiction/28976.txt'],{'Science Fiction'}
The Rescue,['Joseph Conrad'],['./CORPUS/Adventure/1712.txt'],{'Adventure'}
Subversive,['Dallas McCord Reynolds'],['./CORPUS/ScienceFiction/23197.txt'],{'Science Fiction'}
Stories from the Ballads,['Mary  MacGregor'],['./CORPUS/FairyTale/22175.txt'],{'Fairy Tale'}
The Magic of Oz,['L. Frank Baum'],['./CORPUS/Fantasy/419.txt'],{'Fantasy'}
Cat and Mouse,['Ralph Williams'],['./CORPUS/ScienceFiction/24392.txt'],{'Science Fiction'}
The Red House Mystery,['A.A. Milne'],['./CORPUS/CrimeMystery/1872.txt'],{'Crime and Mystery'}
Key Out of Time,['Andre Alice Norton'],['./CORPUS/ScienceFiction/19651.txt'],{'Science Fiction'}
Tom Swift and his Airship,['Victor Appleton'],['./CORPUS/Adventure/3005.txt'],{'Adventure'}
Domnei,['James Branch Cabell'],['./CORPUS/Fantasy/9663.txt'],{'Fantasy'}
The Man in the Iron Mask,"['Alexandre Dumas', 'Pere']",['./CORPUS/Adventure/2759.txt'],{'Adventure'}
I'm a Stranger Here Myself,['Dallas McCord Reynolds'],['./CORPUS/ScienceFiction/26741.txt'],{'Science Fiction'}
Beyond Lies the Wub,['Philip Kindred Dick'],['./CORPUS/ScienceFiction/28554.txt'],{'Science Fiction'}
The Mercenaries,['Henry Beam Piper'],['./CORPUS/ScienceFiction/18814.txt'],{'Science Fiction'}
A World Called Crimson,['Darius John Granger'],['./CORPUS/ScienceFiction/25684.txt'],{'Science Fiction'}
The Strange Case Of Dr. Jekyll And Mr. Hyde,['Robert Louis Stevenson'],['./CORPUS/Horror/43.txt'],{'Horror'}
The Saracen: Land of the Infidel,['Robert Shea'],['./CORPUS/ScienceFiction/28515.txt'],{'Science Fiction'}
Mutineer,['Robert J. Shea'],['./CORPUS/ScienceFiction/29196.txt'],{'Science Fiction'}
Letter of the Law,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/24275.txt'],{'Science Fiction'}
The Secret Agent,['Joseph Conrad'],"['./CORPUS/Adventure/974.txt', './CORPUS/CrimeMystery/974.txt']","{'Adventure', 'Crime and Mystery'}"
The Adventure of the Cardboard Box,['Arthur Conan Doyle'],['./CORPUS/CrimeMystery/2344.txt'],{'Crime and Mystery'}
The Runaway Asteroid,['Michael D. Cooper'],['./CORPUS/ScienceFiction/11583.txt'],{'Science Fiction'}
The Legends Of King Arthur And His Knights,['James Knowles'],['./CORPUS/Fantasy/12753.txt'],{'Fantasy'}
Made to Measure,['William Campbell Gault'],['./CORPUS/ScienceFiction/51194.txt'],{'Science Fiction'}
Earthbound,['Lester del Rey'],['./CORPUS/ScienceFiction/50876.txt'],{'Science Fiction'}
Slave Planet,['Laurence Janifer'],['./CORPUS/ScienceFiction/51855.txt'],{'Science Fiction'}
...And It Comes Out Here,['Lester del Rey'],['./CORPUS/ScienceFiction/51046.txt'],{'Science Fiction'}
--And Devious the Line of Duty,['Tom Godwin'],['./CORPUS/ScienceFiction/22585.txt'],{'Science Fiction'}
Warrior Race,['Robert Sheckley'],['./CORPUS/ScienceFiction/29548.txt'],{'Science Fiction'}
The World of Romance,['William Morris'],['./CORPUS/Fantasy/17973.txt'],{'Fantasy'}
The Lost Continent,['C.J. Cutcliffe Hyne'],['./CORPUS/ScienceFiction/285.txt'],{'Science Fiction'}
Don't Shoot,['Robert Zacks'],['./CORPUS/ScienceFiction/51074.txt'],{'Science Fiction'}
Otto of the Silver Hand,['Howard Pyle'],['./CORPUS/Fantasy/2865.txt'],{'Fantasy'}
Jimsy and the Monsters,['Walt Sheldon'],['./CORPUS/ScienceFiction/31716.txt'],{'Science Fiction'}
Summit,['Dallas McCord Reynolds'],['./CORPUS/ScienceFiction/23669.txt'],{'Science Fiction'}
Curiosities of the Sky,['Garrett Serviss'],['./CORPUS/ScienceFiction/6630.txt'],{'Science Fiction'}
"Futuria Fantasia, Summer 1939",['Ray Bradbury'],['./CORPUS/ScienceFiction/41622.txt'],{'Science Fiction'}
The Last Supper,['T.D. Hamm'],['./CORPUS/ScienceFiction/30348.txt'],{'Science Fiction'}
Mr. Justice Raffles,['E.W. Hornung'],['./CORPUS/CrimeMystery/9806.txt'],{'Crime and Mystery'}
Name Your Symptom,['Jim Harmon'],['./CORPUS/ScienceFiction/51202.txt'],{'Science Fiction'}
Unthinkable,['Roger Phillips Graham'],['./CORPUS/ScienceFiction/27491.txt'],{'Science Fiction'}
Venus Boy,['Lee Sutton'],['./CORPUS/ScienceFiction/50702.txt'],{'Science Fiction'}
The Ruby of Kishmoor,['Howard Pyle'],['./CORPUS/Fantasy/3687.txt'],{'Fantasy'}
"Psychotennis, Anyone?",['Lloyd Williams'],['./CORPUS/ScienceFiction/51232.txt'],{'Science Fiction'}
A Gleeb for Earth,['Charles Shafhauser'],['./CORPUS/ScienceFiction/50869.txt'],{'Science Fiction'}
Insidekick,['Jesse Franklin Bone'],['./CORPUS/ScienceFiction/32272.txt'],{'Science Fiction'}
Zarlah the Martian,['R. Norman Grisewood'],['./CORPUS/ScienceFiction/13423.txt'],{'Science Fiction'}
The Uphill Climb,['B.M. Bower'],['./CORPUS/Western/14456.txt'],{'Western'}
You Don't Make Wine Like the Greeks Did,['David E. Fisher'],['./CORPUS/ScienceFiction/31897.txt'],{'Science Fiction'}
Pharaoh's Broker,['Ellsworth Douglass'],['./CORPUS/ScienceFiction/25295.txt'],{'Science Fiction'}
Reluctant Genius,['Henry Slesar'],['./CORPUS/ScienceFiction/28030.txt'],{'Science Fiction'}
The Common Man,['Guy McCord'],['./CORPUS/ScienceFiction/23194.txt'],{'Science Fiction'}
King Arthur's Knights,['Henry Gilbert'],['./CORPUS/FairyTale/22396.txt'],{'Fairy Tale'}
